image_ID,artefact_ID,artefact_type,archaeological_culture_name,site_name,level_layer_concentration,country,latitude_y,longitude_x,archaeological_period,dating_BP,dating_sd_BP,dating_labcode,dating_method,citation_reference,editor_name,description
Kettig_Baales_2002_1,Kettig_Baales_2002_1_pseudo_no_6,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_1,Kettig_Baales_2002_1_pseudo_no_7,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_1,Kettig_Baales_2002_1_pseudo_no_8,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_1,Kettig_Baales_2002_1_pseudo_no_9,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_2,Kettig_Baales_2002_2_pseudo_no_1,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_2,Kettig_Baales_2002_2_pseudo_no_2,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_2,Kettig_Baales_2002_2_pseudo_no_3,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_2,Kettig_Baales_2002_2_pseudo_no_4,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_2,Kettig_Baales_2002_2_pseudo_no_5,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_2,Kettig_Baales_2002_2_pseudo_no_6,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Kettig_Baales_2002_3,Kettig_Baales_2002_3_pseudo_no_1,Arch-backed point,Federmessergruppen,Kettig,Pre-LSE,Germany,50.4,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Baales 2002,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Muehlheim-Dietesheim_Fruth_1979_1,Muehlheim-Dietesheim_Fruth_1979_1_pseudo_no_1,Arch-backed point,Federmessergruppen,Mühlheim-Dietesheim,Pre-LSE,Germany,50.12,8.88,Late Palaeolithic,>13000,NA,NA,Tephrochronology,Fruth 1979,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Muehlheim-Dietesheim_Fruth_1979_1,Muehlheim-Dietesheim_Fruth_1979_1_pseudo_no_2,Arch-backed point,Federmessergruppen,Mühlheim-Dietesheim,Pre-LSE,Germany,50.12,8.88,Late Palaeolithic,>13000,NA,NA,Tephrochronology,Fruth 1979,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_1,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_10,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_2,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_3,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_4,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_5,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_6,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_7,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_8,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_1,Niederbieber_Bolus_1992_1_pseudo_no_9,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_2,Niederbieber_Bolus_1992_2_pseudo_no_1,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_2,Niederbieber_Bolus_1992_2_pseudo_no_2,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Niederbieber_Bolus_1992_2,Niederbieber_Bolus_1992_2_pseudo_no_3,Arch-backed point,Federmessergruppen,Niederbieber,Pre-LSE,Germany,50.47,7.47,Federmessergruppen,>13000,NA,NA,Radiocarbon dating; tephrochronology,Bolus 1992,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_1,Reichwalde_Vollbrecht_2005_1_pseudo_no_1,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_1,Reichwalde_Vollbrecht_2005_1_pseudo_no_2,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_2,Reichwalde_Vollbrecht_2005_2_pseudo_no_1,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_2,Reichwalde_Vollbrecht_2005_2_pseudo_no_2,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_2,Reichwalde_Vollbrecht_2005_2_pseudo_no_3,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_2,Reichwalde_Vollbrecht_2005_2_pseudo_no_4,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_1,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_2,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_3,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_4,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_5,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_6,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_7,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_3,Reichwalde_Vollbrecht_2005_3_pseudo_no_8,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_4,Reichwalde_Vollbrecht_2005_4_pseudo_no_1,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_4,Reichwalde_Vollbrecht_2005_4_pseudo_no_2,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_4,Reichwalde_Vollbrecht_2005_4_pseudo_no_3,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_4,Reichwalde_Vollbrecht_2005_4_pseudo_no_4,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_4,Reichwalde_Vollbrecht_2005_4_pseudo_no_5,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_5,Reichwalde_Vollbrecht_2005_5_pseudo_no_1,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_5,Reichwalde_Vollbrecht_2005_5_pseudo_no_2,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_5,Reichwalde_Vollbrecht_2005_5_pseudo_no_3,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_5,Reichwalde_Vollbrecht_2005_5_pseudo_no_4,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_5,Reichwalde_Vollbrecht_2005_5_pseudo_no_5,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_6,Reichwalde_Vollbrecht_2005_6_pseudo_no_1,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_6,Reichwalde_Vollbrecht_2005_6_pseudo_no_2,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_6,Reichwalde_Vollbrecht_2005_6_pseudo_no_3,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Reichwalde_Vollbrecht_2005_6,Reichwalde_Vollbrecht_2005_6_pseudo_no_4,Arch-backed point,Federmessergruppen,Reichwalde,NA,Germany,51.4,14.68,Late Magdalenian/Fmg,14500-13600,NA,NA,Radiocarbon dating,Vollbrecht 2005,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_1,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_10,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_11,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_12,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_13,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_14,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_15,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_16,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_17,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_18,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_19,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_2,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_20,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_21,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_22,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
Rekem_DeBie_2000_1,Rekem_DeBie_2000_1_pseudo_no_23,Arch-backed point,Federmessergruppen,Rekem,NA,Belgium,50.91,5.69,Federmessergruppen,14000-13500,NA,NA,Radiocarbon dating,DeBie 2000,Riede,The dataset is composed of published drawings of retouched tools (arch-backed points= Federmesser) coming from lithic assemblages attributed to the so-called Federmessergruppen of Central Europe
